hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source,name,company,country,ratings,score,type,rum_url,img_url,br_score,id,itemId,itemNumber,company_name,name2,price,volume,pricePerLiter,salesStart,packaging,seal,origin,countryOfOrigin,producer,supplier,vintage,alcoholByVolume,assortment,organic,kosher,base,price_per_liter_usd
Mount Gay Extra Old,43,42.5,0,fat rum pirate,Mount Gay XO Extra Old,Mount Gay,Barbados,572,7.8,Aged,/brands/565-mount-gay-xo-extra-old,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/565/small_Mount_Gay_Extra_Old_rum_A_400px.png,7.741770876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mount Gay Origin Series 2 - Copper Pot,43,43,0,fat rum pirate,Mount Gay Copper Pot,Mount Gay,Barbados,4,7.8,Aged,/brands/6189-mount-gay-copper-pot,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6189/small_mount-gay-copper-pot.png,5.569852468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mount Gay Peat Smoke Expression Rum,57,57,0,rumshopboy,Mount Gay XO The Peat Smoke Expression,Mount Gay,Barbados,7,7.4,Aged,/brands/7116-mount-gay-xo-the-peat-smoke-expression,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7116/small_mount-gay-xo-the-peat-smoke-expression.png,5.783283782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mount Gay Silver,40,40,0,fat rum pirate,Mount Gay Silver,Mount Gay,Barbados,8,4.1,Light,/brands/1675-mount-gay-silver,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1675/small_Mount_Gay_Silver_rum.png,4.494372637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mount Gay XO Triple Cask Blend,43,43,0,fat rum pirate,Mount Gay XO Triple Cask,Mount Gay,Barbados,2,8,Aged,/brands/11200-mount-gay-xo-triple-cask,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.262907262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10000 Drops Silver,Unknown,United States,0,0,Light,/brands/10972-10000-drops-silver,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10000 Drops Spiced,Unknown,United States,1,4,Spiced,/brands/7354-10000-drops-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7354/small_10-000-drops-spiced.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1000 Hills Gold,Unknown,Rwanda,1,4,Light,/brands/5285-1000-hills-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5285/small_1000-hills-gold.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,100 Fuegos Buckeye 2-Year,Unknown,Ecuador,0,0,Gold,/brands/9037-100-fuegos-buckeye-2-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,100 Fuegos 8-Year,Unknown,Ecuador,0,0,Aged,/brands/1834-100-fuegos-8-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,105 Simonton,Unknown,United States,0,0,Gold,/brands/9303-105-simonton,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10 Cane 1999 Guyana 15-Year,10 Cane,Trinidad and Tobago,0,0,Aged,/brands/3805-10-cane-1999-guyana-15-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10 Cane Light,10 Cane,Trinidad and Tobago,88,6.4,Light,/brands/1-10-cane-light,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1/small_10_cane_rum_400px.png,6.216165428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10 Cane Signature Blend,10 Cane,Trinidad and Tobago,1,10,Gold,/brands/2312-10-cane-signature-blend,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.202628554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1423 Indian Rum,1423,Panama,1,5,Flavored,/brands/3998-1423-indian-rum,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1423 Panama 12-Year,1423,Panama,1,7,Aged,/brands/1526-1423-panama-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1526/small_1423_panama_12-year_rum_orginal_400px_b.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1423 Special Cask 25-Year,1423,Panama,4,9,Aged,/brands/1527-1423-special-cask-25-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1527/small_1423_special_cask_25-year_rum_400px_b.png,5.885059683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 151,1492,United States,0,0,Overproof,/brands/5997-1492-151,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Antique 15-Year,1492,United States,0,0,Aged,/brands/7074-1492-antique-15-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7074/small_1492-antique-15-year.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Blanco,1492,United States,0,0,Aged,/brands/7067-1492-blanco,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Blanco 7,1492,United States,0,0,Aged,/brands/7068-1492-blanco-7,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Cristobal Reserve,1492,United States,2,6.5,Aged,/brands/1215-1492-cristobal-reserve,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1215/small_1492_Cristobal_Reserve_rum.png,5.036116942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Golden Age,1492,United States,1,3,Gold,/brands/7070-1492-golden-age,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Reserva 7,1492,United States,0,0,Aged,/brands/7069-1492-reserva-7,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 Spiced,1492,United States,1,2,Spiced,/brands/7071-1492-spiced,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 21-Year,1492,United States,0,0,Aged,/brands/5998-1492-21-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5998/small_1492-21-year.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 18-Year,1492,United States,0,0,Aged,/brands/7073-1492-18-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1492 10-Year,1492,United States,0,0,Aged,/brands/7072-1492-10-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7072/small_1492-10-year.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1653 Old Barrel,Unknown,Switzerland,6,7.2,Aged,/brands/5880-1653-old-barrel,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5880/small_1653-old-barrel.png,5.619788106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1731 Fine & Rare Barbados 8-Year,Unknown,Netherlands,2,6.5,Aged,/brands/8504-1731-fine-rare-barbados-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8504/small_1731-fine-rare-barbados-8-year.png,5.036116942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1731 Fine & Rare Cuba 5-Year,Unknown,Netherlands,1,5,Gold,/brands/8562-1731-fine-rare-cuba-5-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8562/small_1731-fine-rare-cuba-5-year.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1731 Fine & Rare Cuba Dominican Republic XO,Unknown,Netherlands,1,6,Aged,/brands/8379-1731-fine-rare-cuba-dominican-republic-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8379/small_1731-fine-rare-cuba-dominican-republic-xo.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1731 Fine & Rare Guatemala Panama Belize XO,Unknown,Netherlands,1,6,Aged,/brands/8380-1731-fine-rare-guatemala-panama-belize-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8380/small_1731-fine-rare-guatemala-panama-belize-xo.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1731 Fine & Rare Panama 6-Year,Unknown,Netherlands,1,7,Gold,/brands/8528-1731-fine-rare-panama-6-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8528/small_1731-fine-rare-panama-6-year.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1731 Fine & Rare Trinidad Barbados Jamaica XO,Unknown,Netherlands,1,4,Aged,/brands/8474-1731-fine-rare-trinidad-barbados-jamaica-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8474/small_1731-fine-rare-trinidad-barbados-jamaica-xo.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1767 Vanilla Cane Liqueur,1767,Germany,1,5,Flavored,/brands/3815-1767-vanilla-cane-liqueur,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3815/small_1767-vanilla-cane-rum-liqueur.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1816 R. Gorter & Zonen Estaro,Unknown,Netherlands,1,2,Gold,/brands/6289-1816-r-gorter-zonen-estaro,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1835 Gold,Unknown,United States,1,3,Gold,/brands/8926-1835-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8926/small_1835-gold.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1835 White,Unknown,United States,1,3,Light,/brands/8925-1835-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8925/small_1835-white.png,4.63017554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1836 Whisky Cask Matured,Unknown,Belgium,5,7.4,Aged,/brands/6881-1836-whisky-cask-matured,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6881/small_1836-whisky-cask-matured.png,5.584034525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,18th Street Distillery Light,Unknown,United States,0,0,Light,/brands/8952-18th-street-distillery-light,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8952/small_18th-street-distillery-light.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1 Barrel Travelers,Unknown,Belize,1,7,Gold,/brands/11070-1-barrel-travelers,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2300 Altura De Los Andes Reserva,Unknown,Ecuador,1,5,Aged,/brands/7098-2300-altura-de-los-andes-reserva,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7098/small_embotelladora-azuaya-altura-de-los-andes-reserva.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Horse XXX,3 Horse,India,0,0,Gold,/brands/2-3-horse-xxx,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2/small_3_horse_xxx_rum.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Howls Gold Label,3 Howls,United States,5,6,Gold,/brands/2014-3-howls-gold-label,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2014/small_3_Howls_Gold_Label_rum_400.png,5.152683377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Howls Madera cask,3 Howls,United States,0,0,Dark,/brands/5958-3-howls-madera-cask,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Howls Navy Strength,3 Howls,United States,0,0,Overproof,/brands/2015-3-howls-navy-strength,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2015/small_3_Howls_Navy_Strength_rum_400.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Howls Spiced Flavored,3 Howls,United States,1,2,Spiced,/brands/7108-3-howls-spiced-flavored,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7108/small_3-howls-spiced-flavored.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Howls White Label,3 Howls,United States,1,8,Light,/brands/2013-3-howls-white-label,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2013/small_3_Howls_White_Label_rum_400.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Zero Gold,3 Zero,Trinidad and Tobago,0,0,Gold,/brands/8703-3-zero-gold,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,3 Zero Platinum,3 Zero,Trinidad and Tobago,1,7,Light,/brands/3-3-zero-platinum,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3/small_3_Zero_Platinum_rum.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,451 Pipe Dream,Unknown,United States,1,6,Aged,/brands/8782-451-pipe-dream,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8782/small_451-pipe-dream.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,4670 Spiced,Unknown,Australia,3,6.7,Spiced,/brands/5374-4670-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5374/small_4670-spiced.png,5.181173997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,47 Amber,Unknown,United States,0,0,Gold,/brands/9349-47-amber,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,47 White,Unknown,United States,0,0,Light,/brands/9348-47-white,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,4 Spirits Silver,4 Spirits,United States,0,0,Light,/brands/1910-4-spirits-silver,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1910/small_4_Spirits_Silver_rum_400.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,504 Bananas Foster,Unknown,United States,0,0,Flavored,/brands/9286-504-bananas-foster,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,504 Hibiscus,Unknown,United States,0,0,Flavored,/brands/9287-504-hibiscus,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,504 White,Unknown,United States,0,0,Light,/brands/9285-504-white,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,51 Brazil Cachaca,51,Brazil,1,4,Cachaca,/brands/5304-51-brazil-cachaca,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5304/small_51-brazil-cachaca.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,51 Gold,51,Brazil,0,0,Gold,/brands/1565-51-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1565/small_51_Gold_rum.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,51 Light Cachaca,51,Brazil,19,5,Cachaca,/brands/1564-51-light-cachaca,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1564/small_51_Light_rum.png,4.916559621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,808 Red Canyon Gold,Unknown,United States,0,0,Gold,/brands/10850-808-red-canyon-gold,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,808 Red Canyon Spiced,Unknown,United States,0,0,Spiced,/brands/10851-808-red-canyon-spiced,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,82 West 1911,Unknown,United States,0,0,Aged,/brands/10846-82-west-1911,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,82 West 420,Unknown,United States,0,0,Aged,/brands/10847-82-west-420,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,82 West Coconut Breeze,Unknown,United States,0,0,Aged,/brands/10848-82-west-coconut-breeze,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,82 West Golf Coast Gold,Unknown,United States,0,0,Gold,/brands/10844-82-west-golf-coast-gold,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
