"","id","itemId","itemNumber","name","name2","price","volume","pricePerLiter","salesStart","packaging","seal","origin","countryOfOrigin","producer","supplier","vintage","alcoholByVolume","assortment","organic","kosher","base","price_per_liter_use"
"379","8148901","24526003","81489","Trois Rivieres","Double Wood",689,700,984.29,"2020-10-12","Flaska","","Martinique","Frankrike","Trois Rivieres Distillery","Clydesdale AB","","43.00%","BS",FALSE,FALSE,"",108.2719
"380","8070701","24526018","80707","Artesano","Rum Oloroso Finish",935,700,1335.71,"2020-10-12","Flaska","Naturkork","","Panama","Artesano Premium Rom","Auld Rare Whisky Sweden AB","2007","44.40%","BS",FALSE,FALSE,"",146.9281
"381","8011301","24526019","80113","Barados Rum","13 Years Cask Ref #6",1298,700,1854.29,"2020-10-12","Flaska","","","Barbados","Berry Bros & Rudd","Clydesdale AB","","46.00%","BS",FALSE,FALSE,"",203.9719
"382","8148001","24526020","81480","Guyanan Rum","10 Years Cask Ref #56",1049,700,1498.57,"2020-10-12","Flaska","","","Guyana","Berry Bros & Rudd","Clydesdale AB","","46.00%","BS",FALSE,FALSE,"",164.8427
"383","8273202","24526026","82732","Artesano","Rum Oloroso Finish Cask Strength",1027,500,2054,"2020-10-12","Flaska","Naturkork","","Panama","Artesano Premium Rom","Auld Rare Whisky Sweden AB","2007","57.40%","BS",FALSE,FALSE,"",225.94
"384","8332702","24526027","83327","Artesano","Rum Recioto Finish Cask Strength",924,500,1848,"2020-10-12","Flaska","Naturkork","","Panama","Artesano Premium Rom","Auld Rare Whisky Sweden AB","2007","60.90%","BS",FALSE,FALSE,"",203.28
"385","8369301","24526028","83693","Artesano","Rum Recioto Cask Finish 11 Years",924,700,1320,"2020-10-12","Flaska","Naturkork","","Panama","Artesano Premium Rom","Auld Rare Whisky Sweden AB","","41.10%","BS",FALSE,FALSE,"",145.2
"386","8248501","24526036","82485","Artesano","8 años Rum Ruby Port Finish",825,700,1178.57,"2020-10-12","Flaska","Naturkork","","Panama","Artesano Premium Rom","Auld Rare Whisky Sweden AB","","40.60%","BS",FALSE,FALSE,"",129.6427
"387","8224501","24526037","82245","Artesano","9 años Rum Tawny Port Finish",855,700,1221.43,"2020-10-12","Flaska","Naturkork","","Panama","Artesano Premium Rom","Auld Rare Whisky Sweden AB","","42.10%","BS",FALSE,FALSE,"",134.3573
"388","8009601","24526038","80096","Magnifica de Faria","Reserva Solera",798,700,1140,"2020-10-12","Flaska","","","Brasilien","JLF Agropecuária Ltda","Clydesdale AB","","43.00%","BS",FALSE,FALSE,"",125.4
"389","8234202","24526039","82342","Magnifica de Faria","Bico Do Alambique",419,500,838,"2020-10-12","Flaska","","","Brasilien","JLF Agropecuária Ltda","Clydesdale AB","","48.00%","BS",FALSE,FALSE,"",92.18
"390","8237901","2635167","82379","Ron Roble","Ron Extra Añejo",538,700,768.57,"2017-05-17","Flaska","","","Venezuela","Rones del Caribe","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",84.5427
"391","54101","272413","541","Matusalem","Solera 7 Blender",275,700,392.86,"2007-10-01","Flaska","","","Dominikanska Republiken","Matusalem","Nigab","","40.00%","BS",FALSE,FALSE,"Sugar cane molasses",43.2146
"392","8881801","301016","88818","Matusalem Clásico","Solera Blend 10",425,700,607.14,"2007-12-17","Flaska","","","Dominikanska Republiken","Matusalem","Nigab","","40.00%","BS",FALSE,FALSE,"",66.7854
"393","8882501","303329","88825","Matusalem","Gran Reserva Solera Blend 15 Years",449,700,641.43,"2007-12-17","Flaska","","","Dominikanska Republiken","Matusalem","Nigab","","40.00%","BS",FALSE,FALSE,"",70.5573
"394","50401","306853","504","Angostura 1919","Premium Gold Rum",449,700,641.43,"2008-04-01","Flaska","Naturkork","","Trinidad","Angostura","Hermansson & Co AB","","40.00%","BS",FALSE,FALSE,"Sugar cane molasses",70.5573
"395","7017701","32224","70177","Cachaça 51","",269,700,384.29,"2001-12-01","Flaska","Skruvkapsyl","","Brasilien","Müller de Bebidas","TOMP Beer Wine & Spirits AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",42.2719
"396","8218901","3316842","82189","Arehucas","Reserva Especial 18 Years",598,700,854.29,"2017-06-07","Flaska","","Kanarieöarna","Spanien","Destilerias Arehucas SA","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",93.9719
"397","38902","3485773","389","Diplomático","Mantuano",199,350,568.57,"2017-09-01","Flaska","Korkpropp","","Venezuela","Destilerías Unidas","Handpicked Wines Sweden AB","","40.00%","FS",FALSE,FALSE,"",62.5427
"398","8667301","364390","86673","Arehucas","Reserva Especial 12 años",498,700,711.43,"2008-12-01","Flaska","","Kanarieöarna","Spanien","Destilerías Arehucas","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",78.2573
"399","8667801","364400","86678","Arehucas","Blanco",279,700,398.57,"2008-12-01","Flaska","","Kanarieöarna","Spanien","Destilerías Arehucas","Herida Aurum AB","","37.50%","BS",FALSE,FALSE,"",43.8427
"400","8210901","3646773","82109","WeiRon","Black",549,700,784.29,"2017-10-01","Flaska","","","Internationellt märke","Svenska Eldvatten","Svenska Eldvatten AB","","50.00%","BS",FALSE,FALSE,"",86.2719
"401","8630501","366120","86305","Arehucas","Oro",279,700,398.57,"2008-12-01","Flaska","","Kanarieöarna","Spanien","Destilerías Arehucas","Herida Aurum AB","","37.50%","BS",FALSE,FALSE,"",43.8427
"402","8690301","398611","86903","Sagatiba","Velha Cachaça",389,700,555.71,"2009-08-01","Flaska","","","Brasilien","Sagatiba Brasil","Nigab","","38.00%","BS",FALSE,FALSE,"",61.1281
"403","8694701","398621","86947","Sagatiba","Pura Cristalina",309,700,441.43,"2009-08-01","Flaska","","","Brasilien","Sagatiba Brasil","Nigab","","38.00%","BS",FALSE,FALSE,"Sugar Cane",48.5573
"404","30901","3994930","309","Ron Roble Ultra Añejo","12 Años",558,700,797.14,"2017-12-01","Flaska","","","Venezuela","Rones del Caribe","Herida Aurum AB","","40.50%","BS",FALSE,FALSE,"Sugar cane molasses",87.6854
"405","8646901","406870","86469","El Dorado","12 Years",439,700,627.14,"2009-11-02","Flaska","","","Guyana","Demerara Distillers","Altia Sweden AB","","40.00%","BS",FALSE,FALSE,"",68.9854
"406","8674101","406916","86741","El Dorado","Special Reserve 21 Years",939,700,1341.43,"2009-11-02","Flaska","","","Guyana","Demerara Distillers","Altia Sweden AB","","43.00%","BS",FALSE,FALSE,"",147.5573
"407","38901","4165978","389","Diplomático","Mantuano",399,700,570,"2017-07-17","Flaska","Korkpropp","","Venezuela","Dusa","Handpicked Wines Sweden AB","","40.00%","BS",FALSE,FALSE,"",62.7
"408","8588001","4251094","85880","Caroni","VSOC 10 Years",1499,700,2141.43,"2017-08-07","Flaska","","","Trinidad","Bristol Spirits","Clydesdale AB","2003","40.00%","BS",FALSE,FALSE,"",235.5573
"409","8600601","4251096","86006","Bristol Classic Rum","Belize Travellers",896,700,1280,"2017-08-07","Flaska","","","Belize","Bristol Spirits","Clydesdale AB","2005","46.00%","BS",FALSE,FALSE,"",140.8
"410","8673401","4251099","86734","Bristol Classic Rum","Cuba Sancti Spriritus",1185,700,1692.86,"2017-08-07","Flaska","","","Storbritannien","Bristol Spirits","Clydesdale AB","2003","43.00%","BS",FALSE,FALSE,"",186.2146
"411","8777001","427930","87770","Pampero","Blanco",239,700,341.43,"2010-01-01","Flaska","","","Venezuela","Las Industrias Pampero","Diageo Sweden AB","","37.50%","BS",FALSE,FALSE,"",37.5573
"412","8760001","427944","87600","Pampero","Ron Añejo Especial",249,700,355.71,"2010-01-01","Flaska","","","Venezuela","Las Industrias Pampero","Diageo Sweden AB","","40.00%","BS",FALSE,FALSE,"",39.1281
"413","8774701","430895","87747","Sailor Jerry","Spiced Rum",299,700,427.14,"2010-02-01","Flaska","","","Okänt ursprung","Sailor Jerry Rum","Nigab","","40.00%","BS",FALSE,FALSE,"",46.9854
"414","7070101","43216","70701","Bacardi","Carta Oro",259,700,370,"2003-09-01","Flaska","","Puerto Rico","USA","Bacardi","Bacardi AB","","40.00%","BS",FALSE,FALSE,"",40.7
"415","8750401","434460","87504","Appleton Estate","21 Years",1299,700,1855.71,"2010-02-01","Flaska","","","Jamaica","Wray & Nephew","Nigab","","43.00%","BS",FALSE,FALSE,"",204.1281
"416","8775701","436283","87757","J Bally","12 Years",729,700,1041.43,"2010-03-01","Flaska","","Martinique","Frankrike","Habitation Lajus","Moestue Grape Selections AB","","45.00%","BS",FALSE,FALSE,"",114.5573
"417","73001","45981","730","Bacardi Limón","",236,700,337.14,"2004-01-01","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","32.00%","FS",FALSE,FALSE,"",37.0854
"418","71901","46581","719","Bacardi Razz","",236,700,337.14,"2004-04-05","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","32.00%","FS",FALSE,FALSE,"",37.0854
"419","59101","47035","591","Captain Morgan","Dark Rum",256,700,365.71,"2004-03-01","Flaska","","","Jamaica","Captain Morgan","Diageo Sweden AB","","40.00%","FS",FALSE,FALSE,"",40.2281
"420","8743701","500107","87437","Brugal","Añejo",269,700,384.29,"2010-06-01","Flaska","","","Dominikanska Republiken","Brugal & Co","Edrington Sweden AB","","38.00%","BS",FALSE,FALSE,"",42.2719
"421","8541601","5107607","85416","Compañero Ron","Gran Reserva",572,700,817.14,"2017-09-12","Flaska","","","Övriga ursprung","Ron Companero 1423 ApS","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",89.8854
"422","8645501","5107611","86455","Ron Abuelo","7 Años Reserva Superior",399,700,570,"2017-09-04","Flaska","","","Panama","Ron Abuelo Panama","Symposion AB","","40.00%","BS",FALSE,FALSE,"",62.7
"423","8627701","5107612","86277","Ron Abuelo","12 Años Gran Reserva",488,700,697.14,"2017-09-04","Flaska","","","Panama","Ron Abuelo Panama","Symposion AB","","40.00%","BS",FALSE,FALSE,"",76.6854
"424","8690401","5107613","86904","Ron Abuelo","XV Años Tawny Port Cask Finish",879,700,1255.71,"2017-09-04","Flaska","","","Panama","Ron Abuelo Panama","Symposion AB","","40.00%","BS",FALSE,FALSE,"",138.1281
"425","8617001","5107614","86170","Ron Abuelo","XV Años Oloroso Sherry Cask Finish",879,700,1255.71,"2017-09-04","Flaska","","","Panama","Ron Abuelo Panama","Symposion AB","","40.00%","BS",FALSE,FALSE,"",138.1281
"426","8603001","5107615","86030","Ron Abuelo","XV Años Napoleon Cognac Cask Finish",879,700,1255.71,"2017-09-04","Flaska","","","Panama","Ron Abuelo Panama","Symposion AB","","40.00%","BS",FALSE,FALSE,"",138.1281
"427","55901","516","559","Bacardi","Carta Blanca",249,700,355.71,"1992-09-07","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","37.50%","FS",FALSE,FALSE,"",39.1281
"428","55902","517","559","Bacardi","Carta Blanca",135,350,385.71,"1992-09-07","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","37.50%","FS",FALSE,FALSE,"",42.4281
"429","56302","522","563","Negrita Dark","",127,350,362.86,"1992-09-07","Flaska","Skruvkapsyl","","Frankrike","Bardinet","Berntson Brands AB","","37.50%","FS",FALSE,FALSE,"",39.9146
"430","1031001","52586","10310","Plantation","Grande Reserve Barbados",294,700,420,"2005-04-01","Flaska","","","Barbados","Cognac Ferrand","Spendrups Bryggeri AB","","40.00%","FS",FALSE,FALSE,"",46.2
"431","8706701","535109","87067","Ron Barceló","Imperial",399,700,570,"2010-11-01","Flaska","","","Dominikanska Republiken","Barceló","Hermansson & Co AB","","38.00%","BS",FALSE,FALSE,"",62.7
"432","7018101","53926","70181","Havana Club","Añejo Especial",280,700,400,"2005-05-01","Flaska","","","Kuba","Havana Club International","Pernod Ricard Sweden AB","","40.00%","BS",FALSE,FALSE,"",44
"433","57801","539761","578","Barceló","Gran Añejo",260,700,371.43,"2011-04-01","Flaska","Skruvkapsyl","","Dominikanska Republiken","Barceló","Hermansson & Co AB","","37.50%","FS",FALSE,TRUE,"Sugar Cane",40.8573
"434","57802","539764","578","Barceló","Gran Añejo",140,350,400,"2011-04-01","Flaska","Skruvkapsyl","","Dominikanska Republiken","Barceló","Hermansson & Co AB","","37.50%","FS",FALSE,TRUE,"Sugar Cane",44
"435","35601","541380","356","Diplomático","Reserva Exclusiva",539,700,770,"2010-11-29","Flaska","Naturkork","","Venezuela","Destilerías Unidas","Handpicked Wines Sweden AB","","40.00%","FS",FALSE,FALSE,"",84.7
"436","8708901","542121","87089","Clément","VSOP Rhum Vieux Agricole",499,700,712.86,"2010-12-01","Flaska","","Martinique","Frankrike","Domaine de l'Acajou","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",78.4146
"437","50901","545196","509","Plantation","20th Anniversary XO Barbados",519,700,741.43,"2010-12-14","Flaska","Naturkork","","Barbados","Cognac Ferrand","Spendrups Bryggeri AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",81.5573
"438","8605001","550391","86050","Arehucas","Capitan Kidd",1729,700,2470,"2011-01-03","Flaska","","Kanarieöarna","Spanien","Destilerías Arehucas","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",271.7
"439","50001","551356","500","Ron Zacapa","Gran Reserva",599,700,855.71,"2011-04-01","Flaska","Naturkork","","Guatemala","Diageo Plc","Diageo Sweden AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",94.1281
"440","8716401","551529","87164","Matusalem","Gran Reserva Solera Blend 23",899,700,1284.29,"2011-01-03","Flaska","","","Dominikanska Republiken","Matusalem","Nigab","","40.00%","BS",FALSE,FALSE,"",141.2719
"441","8300301","5622719","83003","Vizcaya","Cask 21",796,700,1137.14,"2017-09-18","Flaska","","","Tyskland","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",125.0854
"442","8204301","5622720","82043","Vizcaya","Cask 12",558,700,797.14,"2017-09-18","Flaska","","","Tyskland","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",87.6854
"443","8608601","5622736","86086","Atlantico","Reserva",459,700,655.71,"2017-09-18","Flaska","","","Dominikanska Republiken","Alebrand spirits company LLC","Fine Brands Sweden AB","","40.00%","BS",FALSE,FALSE,"",72.1281
"444","8230701","5737629","82307","Atlantico","Gran Reserva",578,700,825.71,"2017-09-18","Flaska","","","Dominikanska Republiken","Alebrand spirits company LLC","Fine Brands Sweden AB","","40.00%","BS",FALSE,FALSE,"",90.8281
"445","8062401","5831995","80624","Malteco","Reserva Maya 15 Years",467,700,667.14,"2017-09-25","Flaska","","","Panama","Bodegas de America","AB Wicked Wine Sweden","","41.50%","BS",FALSE,FALSE,"",73.3854
"446","8246601","5831996","82466","Rom Malteco","Reserva del Fundador 20 años",699,700,998.57,"2017-09-25","Flaska","","","Guatemala","Bodegas de America","AB Wicked Wine Sweden","","41.00%","BS",FALSE,FALSE,"",109.8427
"447","8272101","5831997","82721","Rom Malteco","Añejo Suave 10 Years Old",399,700,570,"2017-09-25","Flaska","","","Guatemala","Bodegas de America","AB Wicked Wine Sweden","","40.50%","BS",FALSE,FALSE,"",62.7
"448","8753501","583756","87535","Havana Club","Selección de Maestro",415,700,592.86,"2011-06-01","Flaska","","","Kuba","Havana Club International","Pernod Ricard Sweden AB","","45.00%","BS",FALSE,FALSE,"",65.2146
"449","8664901","598541","86649","Mount Gay Rum","Extra Old",719,700,1027.14,"2011-09-01","Flaska","","","Barbados","Mount Gay","Nigab","","43.00%","BS",FALSE,FALSE,"",112.9854
"450","8742801","598773","87428","Bacardi","Spiced",239,700,341.43,"2011-09-01","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","35.00%","BS",FALSE,FALSE,"",37.5573
"451","8831301","6050970","88313","Guyana Kill Devil","Pot Still 12 Years",1195,700,1707.14,"2017-09-25","Flaska","","","Guyana","Edition Spirits","Clydesdale AB","2004","63.10%","BS",FALSE,FALSE,"",187.7854
"452","8162501","6050972","81625","Trinidad Kill Devil","18 Years",2949,700,4212.86,"2017-09-25","Flaska","","","Trinidad","Edition Spirits","Clydesdale AB","1998","65.50%","BS",FALSE,FALSE,"",463.4146
"453","8004101","6051080","80041","Malteco","Seleccion 1987",1982,700,2831.43,"2017-09-25","Flaska","","","Panama","Bodegas de America","AB Wicked Wine Sweden","","40.00%","BS",FALSE,FALSE,"",311.4573
"454","8733301","606748","87333","Plantation","Trinidad 8 Years",449,700,641.43,"2011-10-01","Flaska","Naturkork","","Trinidad","Cognac Ferrand","Spendrups Bryggeri AB","2008","42.00%","FS",FALSE,FALSE,"",70.5573
"455","8120001","6145369","81200","No.1 Old Caribbean","Dark Spiced",249,700,355.71,"2017-09-27","Flaska","","Västra Götalands län","Sverige","AB No1 Brands","AB No.1 Production","","37.50%","BS",FALSE,FALSE,"",39.1281
"456","8646301","622401","86463","Diplomático","Ambassador",2399,700,3427.14,"2011-12-01","Flaska","Korkpropp","","Venezuela","Destilerías Unidas","Handpicked Wines Sweden AB","","47.00%","BS",FALSE,FALSE,"",376.9854
"457","8677101","623027","86771","Ron Zacapa","XO",1159,700,1655.71,"2011-12-01","Flaska","","","Guatemala","","Diageo Sweden AB","","40.00%","BS",FALSE,FALSE,"",182.1281
"458","37801","630922","378","Brave Navigator","",212,700,302.86,"2012-04-02","Flaska","Skruvkapsyl","","Internationellt märke","Galatea Spirits AB","Galatea AB","","35.00%","BS",FALSE,FALSE,"Sugar Cane",33.3146
"459","52001","631074","520","Matusalem","Platino",285,700,407.14,"2012-04-02","Flaska","","","Dominikanska Republiken","Matusalem","Nigab","","40.00%","BS",FALSE,FALSE,"Sugar Cane",44.7854
"460","51701","634399","517","Appleton Estate","Rare Blend 12 Years",429,700,612.86,"2012-10-01","Flaska","","","Jamaica","Wray & Nephew","Nigab","","43.00%","BS",FALSE,FALSE,"Sugar cane molasses",67.4146
"461","51801","641395","518","Ron de Jeremy","Reserva",419,700,598.57,"2012-02-07","Flaska","","","Panama","Alcoholes y Rones de Panama","Herida Aurum AB","","41.50%","BS",FALSE,FALSE,"",65.8427
"462","8676401","643972","86764","Pusser's Rum","British Navy",497,700,710,"2012-02-01","Flaska","Syntetkork","","Varierande ursprung","Pusser's Rum Company","Renbjer & Magnusson AB","","54.50%","BS",FALSE,FALSE,"",78.1
"463","8624001","656020","86240","Brugal","Especial Extra Dry",269,700,384.29,"2012-04-02","Flaska","","","Dominikanska Republiken","Brugal & Co","Edrington Sweden AB","","40.00%","BS",FALSE,FALSE,"",42.2719
"464","8620301","665188","86203","Magnifica","Tradicional",494,700,705.71,"2012-05-02","Flaska","","","Brasilien","JLF Agropecuária Ltda","Clydesdale AB","","45.00%","BS",FALSE,FALSE,"",77.6281
"465","8688101","665231","86881","Magnifica","Envelhecida",533,700,761.43,"2012-05-02","Flaska","","","Brasilien","JLF Agropecuária Ltda","Clydesdale AB","","43.00%","BS",FALSE,FALSE,"",83.7573
"466","52202","670754","522","Ron Quorhum","Solera XO QRM",419,500,838,"2012-10-01","Flaska","Skruvkapsyl","","Dominikanska Republiken","Oliver & Oliver","Cask Sweden AB","","42.00%","FS",FALSE,FALSE,"Sugar Cane",92.18
"467","8685501","674520","86855","The Kraken","",319,700,455.71,"2012-06-01","Flaska","","","USA","Kraken","Arcus Sweden AB","","40.00%","FS",FALSE,FALSE,"",50.1281
"468","8622301","674585","86223","Angostura","7 Years Old",366,700,522.86,"2012-06-01","Flaska","","","Trinidad","Angostura","Hermansson & Co AB","","40.00%","BS",FALSE,FALSE,"",57.5146
"469","8690101","674625","86901","Angostura","5 Years Old",333,700,475.71,"2012-06-01","Flaska","","","Trinidad","Angostura","Hermansson & Co AB","","40.00%","BS",FALSE,FALSE,"",52.3281
"470","8617201","674660","86172","Angostura","Reserva",282,700,402.86,"2012-06-01","Flaska","","","Trinidad","Angostura","Hermansson & Co AB","","37.50%","BS",FALSE,FALSE,"",44.3146
"471","8663601","684303","86636","Negrita","White Rum",225,700,321.43,"2012-08-01","Flaska","Skruvkapsyl","","Internationellt märke","Bardinet","Berntson Brands AB","","37.50%","BS",FALSE,FALSE,"",35.3573
"472","37002","690492","370","Captain Morgan","Spiced Gold",154,350,440,"2012-10-01","Flaska","","","Jamaica","Captain Morgan","Diageo Sweden AB","","35.00%","FS",FALSE,FALSE,"",48.4
"473","8668601","700930","86686","Dos Maderas","PX 5+5",459,700,655.71,"2012-10-01","Flaska","","","Spanien","Williams & Humbert","Ward Wines AB","","40.00%","BS",FALSE,FALSE,"",72.1281
"474","8628801","701664","86288","Flying Dutchman Rum","",487,700,695.71,"2012-10-01","Flaska","","","Nederländerna","Zuidam Distillers BV","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",76.5281
"475","8675601","702596","86756","Atlantico","Platino",369,700,527.14,"2012-10-01","Flaska","","","Dominikanska Republiken","","Fine Brands Sweden AB","","40.00%","BS",FALSE,FALSE,"",57.9854
"476","8677501","703835","86775","Plantation","3 Stars White Rum",299,700,427.14,"2012-11-01","Flaska","Naturkork","","Trinidad","Cognac Ferrand","Spendrups Bryggeri AB","","41.20%","BS",FALSE,FALSE,"",46.9854
"477","55301","710308","553","Botran","18 Solera Reserva",489,700,698.57,"2013-03-01","Flaska","Naturkork","","Guatemala","Industria Licorera Quezalteca","Arcus Sweden AB","","40.00%","BS",FALSE,FALSE,"",76.8427
"478","8215901","7134270","82159","Zafra","30 Years",2539,700,3627.14,"2017-10-23","Flaska","","","Panama","Bodegas de America","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",398.9854
"479","8760302","718364","87603","The Bitter Truth","Golden Falernum",328,500,656,"2012-12-01","Flaska","","","Tyskland","The Bitter Truth","Barkonsult Jakobsson & Lövgren AB","","18.00%","BS",FALSE,FALSE,"",72.16
"480","54901","732752","549","El Dorado","15 Years",539,700,770,"2013-06-01","Flaska","","","Guyana","Demerara Distillers","Altia Sweden AB","","43.00%","FS",FALSE,FALSE,"Sugar Cane",84.7
"481","53401","732778","534","Captain Morgan","Black Spiced",279,700,398.57,"2013-06-01","Flaska","","","Internationellt märke","Diageo Plc","Diageo Sweden AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",43.8427
"482","8724901","777829","87249","Cubaney","Centenario",1485,700,2121.43,"2013-08-01","Flaska","","","Dominikanska Republiken","Oliver & Oliver","Dica Vin & Sprit HB","","41.00%","BS",FALSE,FALSE,"",233.3573
"483","59001","778705","590","Brugal","1888 Gran Reserva Familiar",549,700,784.29,"2013-12-02","Flaska","","","Dominikanska Republiken","Brugal & Co","Edrington Sweden AB","","40.00%","BS",FALSE,FALSE,"",86.2719
"484","8671501","793965","86715","Diplomático","Single Vintage",1299,700,1855.71,"2013-10-01","Flaska","Korkpropp","","Venezuela","Destilerías Unidas","Handpicked Wines Sweden AB","2005","43.00%","FS",FALSE,FALSE,"Sugar Cane",204.1281
"485","8538501","808079","85385","Ron Caribe","Silver Premium",299,700,427.14,"2013-12-02","Flaska","","","Mexiko","Casa D'aristi","Liquorama AB","","40.00%","BS",FALSE,FALSE,"",46.9854
"486","8518801","808086","85188","Ron Caribe","Añejo Superior 5 Años",399,700,570,"2013-12-02","Flaska","","","Mexiko","Casa D'aristi","Liquorama AB","","40.00%","BS",FALSE,FALSE,"",62.7
"487","8403501","812260","84035","Origenes","Reserva Especial 18 Years",759,700,1084.29,"2013-12-02","Flaska","Naturkork","","Panama","Bodegas Esfer","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",119.2719
"488","8631901","817175","86319","No.1 Super Premium","Light Rum",280,700,400,"2014-01-02","Flaska","","Västra Götalands län","Sverige","AB No1 Brands","AB No.1 Production","","37.50%","TSLS",FALSE,FALSE,"",44
"489","8459101","825602","84591","Ryoma Japanese Rum","Oak Cask 7 Years",795,700,1135.71,"2014-02-01","Flaska","","","Japan","Kikusui Shuzo Co.Ltd","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",124.9281
"490","8856701","841156","88567","Don Papa","Rum",439,700,627.14,"2014-04-01","Flaska","","","Filippinerna","Don Papa Rum","Altia Sweden AB","","40.00%","FS",FALSE,FALSE,"Molasses",68.9854
"491","52701","848617","527","Olokun","Rum",240,700,342.86,"2014-09-01","Flaska","Korkpropp","","Internationellt märke","Galatea Spirits AB","Galatea AB","","40.00%","BS",FALSE,FALSE,"",37.7146
"492","8488401","853374","84884","Pitú Cachaça","Do Brasil",295,700,421.43,"2014-05-02","Flaska","","","Brasilien","Engarrafemento Pitú","Altia Sweden AB","","40.00%","BS",FALSE,FALSE,"",46.3573
"493","8614201","856254","86142","Wray & Nephew","White Overproof Rum",469,700,670,"2014-06-02","Flaska","","","Jamaica","Wray & Nephew","Nigab","","63.00%","BS",FALSE,FALSE,"",73.7
"494","52602","873842","526","Havana Club Añejo","3 años",136,350,388.57,"2014-08-01","Flaska","","","Kuba","Havana Club International","Pernod Ricard Sweden AB","","40.00%","BS",FALSE,FALSE,"Sugar Cane",42.7427
"495","8533501","876804","85335","Flying Dutchman","Dark Rum No 3",538,700,768.57,"2014-08-01","Flaska","","","Nederländerna","Zuidam Distillers BV","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",84.5427
"496","8606301","899843","86063","Ron Cartavio","XO",1085,700,1550,"2014-11-03","Flaska","Naturkork","","Peru","Ron Cartavio","Jakobsson och Söderström AB","","40.00%","BS",FALSE,FALSE,"",170.5
"497","8694901","899905","86949","Ron Cartavio","Solera 12 Anõs",615,700,878.57,"2014-11-03","Flaska","Naturkork","","Peru","Ron Cartavio","Jakobsson och Söderström AB","","40.00%","BS",FALSE,FALSE,"",96.6427
"498","8601301","900047","86013","Karukera","Rhum Vieux Agricole Reserve Speciale",759,700,1084.29,"2014-11-03","Flaska","Naturkork","Franska Antillerna","Frankrike","Domaine du Marquisat de Saint-Marie","Jakobsson och Söderström AB","","42.00%","BS",FALSE,FALSE,"",119.2719
"499","8293801","9053904","82938","Sweden Rock Spirits XO","15 Years",499,700,712.86,"2017-12-06","Flaska","Skruvkapsyl","","Guyana","Götene Vin & Spritfabrik AB","Brands For Fans Sweden AB","","40.00%","FS",FALSE,FALSE,"",78.4146
"500","35602","910405","356","Diplomático","Reserva Exclusiva",275,350,785.71,"2014-12-01","Flaska","Korkpropp","","Venezuela","Destilerías Unidas","Handpicked Wines Sweden AB","","40.00%","BS",FALSE,FALSE,"",86.4281
"501","8760601","913025","87606","Ron Esclavo Solera","12 Years",498,700,711.43,"2014-12-01","Flaska","","","Dominikanska Republiken","1423","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",78.2573
"502","8754301","914022","87543","Origenes","Reserva 8 Years",449,700,641.43,"2014-12-01","Flaska","","","Panama","Alcoholes y Rones de Panama","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",70.5573
"503","57601","914844","576","Bacardi","Carta Negra",259,700,370,"2015-03-02","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","40.00%","BS",FALSE,FALSE,"",40.7
"504","8316801","9186955","83168","Black Tot","40 Years",15158,700,21654.29,"2017-12-18","Flaska","","","Guyana","Elixir Distillers","Clydesdale AB","","44.20%","BS",FALSE,FALSE,"",2381.9719
"505","4022109","9190849","40221","Mount Gay","Original Series Duo pack",899,700,1284.29,"2018-04-12","2 fl à 350 ml","","","Barbados","Bruichladdich","Nigab","","43.00%","TSE",FALSE,FALSE,"",141.2719
"506","8700901","926788","87009","Mount Gay","Black Barrel",479,700,684.29,"2015-02-02","Flaska","","","Barbados","Mount Gay","Nigab","","43.00%","BS",FALSE,FALSE,"",75.2719
"507","53301","936633","533","Bacardi","Carta Fuego",259,700,370,"2015-06-01","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","40.00%","BS",FALSE,FALSE,"",40.7
