"","id","itemId","itemNumber","name","name2","price","volume","pricePerLiter","salesStart","packaging","seal","origin","countryOfOrigin","producer","supplier","vintage","alcoholByVolume","assortment","organic","kosher","base","price_per_liter_use"
"255","8437001","24442380","84370","Trois Rivières","Rhum Vieux Agricole 12 ans d'âge",1393,700,1990,"2020-02-19","Flaska","","Martinique","Frankrike","Trois Rivières","Clydesdale AB","","42.00%","BS",FALSE,FALSE,"",218.9
"256","8273501","24442382","82735","Trois Rivières","Cuvée Du Moulin Rhum Vieux Agricole",687,700,981.43,"2020-02-19","Flaska","","Martinique","Frankrike","Trois Rivières","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",107.9573
"257","8495901","24443140","84959","Rum & Cane","British West Indies XO Barbados and Trinidad",549,700,784.29,"2020-02-11","Flaska","","","Varierande ursprung","Rum & Cane Merchants","Sebastian Jofre Armijo","","43.00%","BS",FALSE,FALSE,"",86.2719
"258","8363501","24443141","83635","Rum & Cane","Central America XO Rum",549,700,784.29,"2020-02-11","Flaska","","","Varierande ursprung","Rum & Cane Merchants","Sebastian Jofre Armijo","","43.00%","BS",FALSE,FALSE,"",86.2719
"259","8499201","24443142","84992","Rum & Cane","French Overseas XO",549,700,784.29,"2020-02-11","Flaska","","","Varierande ursprung","Crucial Drinks","Sebastian Jofre Armijo","","43.00%","BS",FALSE,FALSE,"",86.2719
"260","8203201","24443143","82032","Rum & Cane","Spanish Caribbean XO",549,700,784.29,"2020-02-11","Flaska","","","Varierande ursprung","Crucial Drinks","Sebastian Jofre Armijo","","43.00%","BS",FALSE,FALSE,"",86.2719
"261","8014601","24443144","80146","Rum & Cane","Asia Pacific XO",549,700,784.29,"2020-02-11","Flaska","","","Varierande ursprung","Crucial Drinks","Sebastian Jofre Armijo","","43.00%","BS",FALSE,FALSE,"",86.2719
"262","8234701","24443145","82347","Six Saints Rum","",399,700,570,"2020-02-11","Flaska","","","Grenada","Crucial Drinks","Sebastian Jofre Armijo","","41.70%","BS",FALSE,FALSE,"",62.7
"263","4074001","24443838","40740","Black Tot","",498,700,711.43,"2020-04-03","Flaska","","","Varierande ursprung","Elixir Distillers","Clydesdale AB","","46.20%","TSE",FALSE,FALSE,"Sugar Cane",78.2573
"264","8180201","24444022","81802","Bacoo","4 Years",497,700,710,"2020-03-04","Flaska","","","Dominikanska Republiken","Sans Wine & Spirits Company","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",78.1
"265","8060901","24444023","80609","Bacoo","7 Years",558,700,797.14,"2020-03-04","Flaska","","","Dominikanska Republiken","Sans Wine & Spirits Company","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",87.6854
"266","8208002","24444400","82080","Rhum Bielle","Vintage",1085,500,2170,"2020-03-04","Flaska","","Guadeloupe","Frankrike","Distillerie Bielle","Clydesdale AB","2009","42.00%","BS",FALSE,FALSE,"",238.7
"267","8201501","24444638","82015","Ron Maja","Añejo Autentico 12 Años",549,700,784.29,"2020-02-19","Flaska","Naturkork","","El Salvador","New Life El Salvador","Rewine AB","","40.00%","BS",FALSE,FALSE,"",86.2719
"268","8432101","24444663","84321","Barbancourt","3 Star 4 Years",369,700,527.14,"2020-02-24","Flaska","Skruvkapsyl","","Haiti","Barbancourt","Rewine AB","","40.00%","BS",FALSE,FALSE,"",57.9854
"269","8218501","24445531","82185","Ron Maja","Añejo Autentico 8 Años",479,700,684.29,"2020-03-02","Flaska","Naturkork","","El Salvador","New Life El Salvador","Rewine AB","","40.00%","BS",FALSE,FALSE,"",75.2719
"270","8258201","24446073","82582","Nicaragua Rum","Berry Bros & Rudd",548,700,782.86,"2020-04-06","Flaska","","","Nicaragua","Berry Bros & Rudd","Clydesdale AB","","40.50%","BS",FALSE,FALSE,"",86.1146
"271","8258301","24446074","82583","Guatemala Rum","Berry Bros & Rudd",548,700,782.86,"2020-03-11","Flaska","","","Guatemala","Berry Bros & Rudd","Clydesdale AB","","40.50%","BS",FALSE,FALSE,"",86.1146
"272","8152201","24446075","81522","Jamaica Rum","Berry Bros & Rudd",548,700,782.86,"2020-03-11","Flaska","","","Jamaica","Berry Bros & Rudd","Clydesdale AB","","40.50%","BS",FALSE,FALSE,"",86.1146
"273","8342701","24446076","83427","Barbados Rum","Berry Bros & Rudd",548,700,782.86,"2020-03-11","Flaska","","","Barbados","Berry Bros & Rudd","Clydesdale AB","","40.50%","BS",FALSE,FALSE,"",86.1146
"274","8252101","24446486","82521","Coloma","15 Años",649,700,927.14,"2020-03-02","Flaska","Naturkork","","Colombia","Hazienda Coloma","Rewine AB","","40.00%","BS",FALSE,FALSE,"",101.9854
"275","4075502","24447356","40755","Kinghaven","Port Mourant 8 Years Single Cask",797,500,1594,"2020-06-18","Flaska","","","Guyana","Smögen Whisky","Smögen Whisky AB","","61.40%","TSE",FALSE,FALSE,"",175.34
"276","4075602","24447357","40756","Kinghaven","Versailles 15 Year Old Single Cask",992,500,1984,"2020-06-18","Flaska","","","Guyana","Smögen Whisky","Smögen Whisky AB","","59.20%","TSE",FALSE,FALSE,"",218.24
"277","8015301","24447490","80153","Gosling's Family","Reserve Rum",699,700,998.57,"2020-03-16","Flaska","Skruvkapsyl","","Storbritannien","Castlebrands Group","Arcus Sweden AB","","40.00%","BS",FALSE,FALSE,"",109.8427
"278","8148801","24450606","81488","Emperor","Lily white rum",399,700,570,"2020-03-16","Flaska","Naturkork","","Mauritius","Emperor","Rewine AB","","42.00%","BS",FALSE,FALSE,"",62.7
"279","8075901","24454534","80759","Oliver´s","Ron Máximo XO",1189,700,1698.57,"2020-04-06","Flaska","","","Dominikanska Republiken","Oliver & Oliver","Dica Vin & Sprit HB","","41.00%","BS",FALSE,FALSE,"",186.8427
"280","8326001","24455520","83260","Doorly's","XO",499,700,712.86,"2020-09-16","Flaska","Syntetkork","","Barbados","R L Seale & Company Ltd","Renbjer & Magnusson AB","","43.00%","BS",FALSE,FALSE,"",78.4146
"281","8251301","24457052","82513","Belize Travellers","Kill Devil",978,700,1397.14,"2020-04-08","Flaska","","","Belize","Edition Spirits","Clydesdale AB","2007","46.00%","BS",FALSE,FALSE,"",153.6854
"282","8300001","24457053","83000","Panama","Kill Devil  Cask Strength 13 Years",1298,700,1854.29,"2020-04-08","Flaska","","","Panama","Edition Spirits","Clydesdale AB","2006","60.30%","BS",FALSE,FALSE,"",203.9719
"283","8135001","24457054","81350","Guyana Diamond Pot Still","Port Ellen Finish 11 Years",1289,700,1841.43,"2020-04-08","Flaska","","","Guyana","Edition Spirits","Clydesdale AB","2008","60.90%","BS",FALSE,FALSE,"",202.5573
"284","4046501","24457056","40465","Barbancourt 15","Réserve du Domaine",549,700,784.29,"2020-07-14","Flaska","Skruvkapsyl","","Haiti","Barbancourt","Rewine AB","","43.00%","TSE",FALSE,FALSE,"",86.2719
"285","8412501","24458311","84125","La Masion du Rhum Panama","",795,700,1135.71,"2020-04-28","Flaska","","","Panama","Société Dugas","AB Wicked Wine Sweden","","45.00%","BS",FALSE,FALSE,"",124.9281
"286","8335901","24458312","83359","La Masion du Rhum","Perou",819,700,1170,"2020-04-28","Flaska","","","Peru","Société Dugas","AB Wicked Wine Sweden","","48.00%","BS",FALSE,FALSE,"",128.7
"287","8017601","24458313","80176","La Masion du Rhum","Sainte-Lucie",809,700,1155.71,"2020-04-28","Flaska","","","St Lucia","Société Dugas","AB Wicked Wine Sweden","","45.00%","BS",FALSE,FALSE,"",127.1281
"288","8355201","24458314","83552","La Masion du Rhum","Trinidad & Tobago",819,700,1170,"2020-04-28","Flaska","","","Trinidad","Société Dugas","AB Wicked Wine Sweden","","50.00%","BS",FALSE,FALSE,"",128.7
"289","8335601","24458315","83356","La Masion du Rhum Vieux Salvador","",799,700,1141.43,"2020-04-28","Flaska","","","El Salvador","Société Dugas","AB Wicked Wine Sweden","","40.00%","BS",FALSE,FALSE,"",125.5573
"290","8049401","24458668","80494","El Ron Prohibido","Solera Gran Reserva 15 Years",429,700,612.86,"2020-05-11","Flaska","Naturkork","","Mexiko","Fraternity Spirits","Berntson Brands AB","","40.00%","BS",FALSE,FALSE,"",67.4146
"291","8052301","24459161","80523","La Masion du Rhum","Ile de la Reunion",809,700,1155.71,"2020-04-28","Flaska","","","Frankrike","Société Dugas","AB Wicked Wine Sweden","","45.00%","BS",FALSE,FALSE,"",127.1281
"292","8261701","24459548","82617","Takamaka","Overproof",450,700,642.86,"2020-04-13","Flaska","","","Republiken Seychellerna","Takamaka Distillery","VD Wines AB","","69.00%","BS",FALSE,FALSE,"",70.7146
"293","4079802","24460305","40798","Savanna","12 Years Old Rhum Agricole Single Cask Port finish Reunion Island",1370,500,2740,"2020-10-01","Flaska","","Réunion","Frankrike","Savanna Rhums","Symposion AB","","50.70%","TSE",FALSE,FALSE,"",301.4
"294","3472102","24460764","34721","Savanna","Rhum Agricole Single Cask ex Cognac Reunion Island",999,500,1998,"2020-10-01","Flaska","","Réunion","Frankrike","Savanna Rhums","Symposion AB","2007","50.40%","TSE",FALSE,FALSE,"",219.78
"295","1121902","24460766","11219","Savanna SC","Rhum Grand Arôme Single Cask ex Cognac Reunion Island",1099,500,2198,"2020-10-01","Flaska","","Réunion","Frankrike","Savanna Rhums","Symposion AB","2006","56.50%","TSE",FALSE,FALSE,"",241.78
"296","1180501","24460767","11805","Savanna","Lontan 57 Rhum Grand Arome 2019 Reunion Island",595,700,850,"2020-10-01","Flaska","","Réunion","Frankrike","Savanna Rhums","Symposion AB","","57.00%","TSE",FALSE,FALSE,"",93.5
"297","1131001","24460775","11310","Savanna","Herr 57 High Ester Rhum Reunion Inox",617,700,881.43,"2020-10-01","Flaska","","Réunion","Frankrike","Savanna Rhums","Symposion AB","2006","57.00%","TSE",FALSE,FALSE,"",96.9573
"298","8439001","24460802","84390","Jamaica Moneymusk","11 Years",1334,700,1905.71,"2020-05-06","Flaska","","","Jamaica","Blackadder International Ltd","Clydesdale AB","2007","63.90%","BS",FALSE,FALSE,"",209.6281
"299","8672101","24460807","86721","The Deamon`s Share","",419,700,598.57,"2020-05-06","Flaska","","","Panama","Bodegas de America","AB Wicked Wine Sweden","","40.00%","BS",FALSE,FALSE,"",65.8427
"300","9114801","24462650","91148","Bielle Rhum","Agricole Blanc",295,700,421.43,"2020-07-08","Flaska","Skruvkapsyl","Guadeloupe","Frankrike","Distillerie Bielle","Galatea AB","","40.00%","TSV",FALSE,FALSE,"",46.3573
"301","8052801","24464722","80528","Ron Esclavo","Gran Reserva",389,700,555.71,"2020-05-06","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",61.1281
"302","8246402","24464723","82464","Ron Esclavo","XO Cask",749,500,1498,"2020-05-06","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","65.00%","BS",FALSE,FALSE,"",164.78
"303","8129501","24464724","81295","S.B.S","Cuba Rum Bottled Aug 2019",989,700,1412.86,"2020-05-06","Flaska","","","Kuba","1423 Aps","1423 Noble Spirit AB","2012","52.00%","BS",FALSE,FALSE,"",155.4146
"304","8642201","24464725","86422","S.B.S","Trinidad Rum Bottled Aug 2019",1019,700,1455.71,"2020-05-06","Flaska","","","Trinidad","1423 Aps","1423 Noble Spirit AB","2009","55.00%","BS",FALSE,FALSE,"",160.1281
"305","8666901","24464726","86669","S.B.S","Panama Rum Bottled Aug 2019",1069,700,1527.14,"2020-05-06","Flaska","","","Panama","1423 Aps","1423 Noble Spirit AB","2006","57.00%","BS",FALSE,FALSE,"",167.9854
"306","8245801","24464727","82458","S.B.S","Barbados Rum Bottled Aug 2019",1029,700,1470,"2020-05-06","Flaska","","","Barbados","1423 Aps","1423 Noble Spirit AB","2009","52.00%","BS",FALSE,FALSE,"",161.7
"307","8319601","24464757","83196","Ron Prohibido","Solera 12 Years",369,700,527.14,"2020-04-27","Flaska","Naturkork","","Mexiko","Fraternity Spirits","Berntson Brands AB","","40.00%","BS",FALSE,FALSE,"",57.9854
"308","8322701","24464774","83227","Centenario Ron","Gran Legado 12 Years",449,700,641.43,"2020-04-27","Flaska","","","Costa Rica","Centenario International","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",70.5573
"309","8018901","24464775","80189","Centenario Ron","Fundación 20 Years",749,700,1070,"2020-04-27","Flaska","","","Costa Rica","Centenario International","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",117.7
"310","8319901","24464782","83199","Ron Cristobal","Pinta 6-8 Years",469,700,670,"2020-05-06","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",73.7
"311","8346801","24465448","83468","La Masion du Rhum","Millonario Pérou",809,700,1155.71,"2020-04-29","Flaska","","","Peru","Société Dugas","AB Wicked Wine Sweden","","45.00%","BS",FALSE,FALSE,"",127.1281
"312","8319501","24465449","83195","La Masion du Rhum","Hacienda Coloma Colombie",808,700,1154.29,"2020-04-29","Flaska","","","Colombia","Société Dugas","AB Wicked Wine Sweden","","46.00%","BS",FALSE,FALSE,"",126.9719
"313","8319801","24465729","83198","La Masion du Rhum","Trinidad & Tobago",810,700,1157.14,"2020-05-13","Flaska","","","Trinidad","Société Dugas","AB Wicked Wine Sweden","","44.00%","BS",FALSE,FALSE,"",127.2854
"314","8420801","24465734","84208","Centenario","7 Anejo Especial Ron",389,700,555.71,"2020-04-29","Flaska","","","Costa Rica","Centenario International","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",61.1281
"315","8019610","24465752","80196","Rammstein","Premium Rum",3329,4500,739.78,"2020-06-22","Flaska","","","Varierande ursprung","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",81.3758
"316","1077201","24469156","10772","J. Bally","Millésime",799,700,1141.43,"2020-09-29","Flaska","","Martinique","Frankrike","J. Bally","Moestue Grape Selections AB","2002","43.00%","TSE",FALSE,FALSE,"",125.5573
"317","4080801","24469918","40808","Plantation Single Cask","Jamaica Clarendon MBK - Borderie XO cask",1599,700,2284.29,"2020-10-15","Flaska","","","Jamaica","Maison Ferrand","Spendrups Bryggeri AB","2000","51.60%","TSE",FALSE,FALSE,"",251.2719
"318","4080901","24469919","40809","Plantation Single Cask","Jamaica Long Pond ITP HJC - Rye whiskey cask",1499,700,2141.43,"2020-10-15","Flaska","","","Jamaica","Maison Ferrand","Spendrups Bryggeri AB","1996","49.10%","TSE",FALSE,FALSE,"",235.5573
"319","4081001","24469920","40810","Plantation Single Cask","Panama - Champagne cask",999,700,1427.14,"2020-10-15","Flaska","","","Panama","Maison Ferrand","Spendrups Bryggeri AB","2007","46.00%","TSE",FALSE,FALSE,"",156.9854
"320","8318602","24470671","83186","Runa","Limited edition Rum",659,500,1318,"2020-05-18","Flaska","","","Sverige","Runa Vodka AB","Runa Vodka AB","","64.70%","BS",FALSE,FALSE,"",144.98
"321","8326102","24470672","83261","Runa","Small Batch Rum",590,500,1180,"2020-05-13","Flaska","","","Sverige","Runa Vodka AB","Runa Vodka AB","","47.00%","BS",FALSE,FALSE,"",129.8
"322","4049801","24471107","40498","Plantation","Single Cask Fiji 2009 Kilchoman Peated Cask",999,700,1427.14,"2020-10-15","Flaska","","","Fiji","Maison Ferrand","Spendrups Bryggeri AB","","49.60%","TSE",FALSE,FALSE,"",156.9854
"323","8200001","24474276","82000","Bacardi","Gran Reserva Diez 10 Years",449,700,641.43,"2020-06-08","Flaska","","Puerto Rico","USA","Bacardi","Bacardi AB","","40.00%","BS",FALSE,FALSE,"",70.5573
"324","8431901","24475341","84319","Bacoo","11 Years",598,700,854.29,"2020-06-03","Flaska","","","Dominikanska Republiken","Sans Wine & Spirits Company","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",93.9719
"325","8235402","24475345","82354","Dominican Rum","12 Years",585,500,1170,"2020-05-18","Flaska","","","Dominikanska Republiken","SELECTED MALTS AB","Selected Malts Barkevall Westerberg AB","","52.50%","BS",FALSE,FALSE,"",128.7
"326","8211001","24476994","82110","Plantation","Isle of Fiji",449,700,641.43,"2020-06-03","Flaska","","","Fiji","Maison Ferrand","Spendrups Bryggeri AB","","40.00%","BS",FALSE,FALSE,"",70.5573
"327","8160901","24477006","81609","Plantation","Xaymaca Special Dry",449,700,641.43,"2020-06-03","Flaska","","","Jamaica","Maison Ferrand","Spendrups Bryggeri AB","","43.00%","BS",FALSE,FALSE,"",70.5573
"328","8507801","24477964","85078","Compañero","Ron Elixir Orange",499,700,712.86,"2020-05-27","Flaska","","","Trinidad","Ron Companero 1423 ApS","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",78.4146
"329","8220601","24479645","82206","Arehucas","7 Years",375,700,535.71,"2020-06-01","Flaska","","Kanarieöarna","Spanien","Destilerias Arehucas SA","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",58.9281
"330","1300401","24480567","13004","Foursquare Plenipotenziario","12 YO Single Blended Rum 2007",1699,700,2427.14,"2020-09-03","Flaska","","","Barbados","Velier Rum","Symposion AB","","60.00%","TSE",FALSE,FALSE,"",266.9854
"331","8317101","24485442","83171","Ron Cristobal","Niña",499,700,712.86,"2020-06-15","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",78.4146
"332","8324502","24485608","83245","Ron Esclavo","Gran Reserva Overproof",399,500,798,"2020-06-23","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","57.50%","BS",FALSE,FALSE,"",87.78
"333","8660801","24486924","86608","Worthy Park Estate","Rum-Bar Gold Premium Jamaican Rum 4 Years",389,700,555.71,"2020-06-22","Flaska","","","Jamaica","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",61.1281
"334","8063501","24486927","80635","Worthy Park Estate","Rum-Bar Silver Premium Jamaican Rum",299,700,427.14,"2020-06-22","Flaska","","","Jamaica","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",46.9854
"335","8422201","24488017","84222","Takamaka","Extra Noir Rum",339,700,484.29,"2020-06-24","Flaska","","","Republiken Seychellerna","Takamaka Distillery","VD Wines AB","","38.00%","BS",FALSE,FALSE,"",53.2719
"336","8017001","24488018","80170","Takamaka","White Rum",341,700,487.14,"2020-06-24","Flaska","","","Republiken Seychellerna","Takamaka Distillery","VD Wines AB","","38.00%","BS",FALSE,FALSE,"",53.5854
"337","8297502","24491376","82975","Lönn","Lagrad Rom",395,500,790,"2020-07-08","Flaska","","","Varierande ursprung","Friendship Rum AB","Friendship Rum AB","","40.00%","BS",FALSE,FALSE,"",86.9
"338","8179801","24491636","81798","Takamaka","St. André",699,1000,699,"2020-07-06","Flaska","","","Republiken Seychellerna","Takamaka Distillery","VD Wines AB","","40.00%","BS",FALSE,FALSE,"",76.89
"339","8328101","24492148","83281","Pitú Cachaça","Do Brasil",295,700,421.43,"2020-07-06","Flaska","","","Brasilien","Engarrafemento Pitú","Altia Sweden AB","","38.00%","BS",FALSE,FALSE,"",46.3573
"340","4082901","24493576","40829","Plantation","Vintage Jamaica",899,700,1284.29,"2020-10-20","Flaska","","","Jamaica","Maison Ferrand","Spendrups Bryggeri AB","2003","49.50%","TSE",FALSE,FALSE,"",141.2719
"341","8259901","24494116","82599","Enghaven","White Rum",529,700,755.71,"2020-07-13","Flaska","","","Danmark","1423 ApS","1423 Noble Spirit AB","","45.00%","BS",FALSE,FALSE,"",83.1281
"342","8367901","24504712","83679","Centenario Rum","Reserva de la Familia 18 Years",649,700,927.14,"2020-07-28","Flaska","","","Costa Rica","Centenario International","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",101.9854
"343","8112501","24505736","81125","Enghaven","Blackstrap",619,700,884.29,"2020-08-03","Flaska","","","Danmark","1423 Aps","1423 Noble Spirit AB","","42.00%","BS",FALSE,FALSE,"",97.2719
"344","8165801","24506748","81658","Ron Cristobal","Blanco",415,700,592.86,"2020-08-10","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","38.00%","BS",FALSE,FALSE,"",65.2146
"345","8321601","24506749","83216","Ron Cristoba","Oro",430,700,614.29,"2020-08-10","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","38.00%","BS",FALSE,FALSE,"",67.5719
"346","8362101","24506750","83621","Ron Cristobal","Gran Añejo",457,700,652.86,"2020-08-10","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",71.8146
"347","8289702","24508684","82897","PhantomSpirits Omnipollo/Dugges","Perpetual Anagram Blueberry Cheesecake 8 Years",449,500,898,"2020-08-24","Flaska","","","Dominikanska Republiken","Phantom Spirits ApS","Brill & Co AB","","43.00%","BS",FALSE,FALSE,"",98.78
"348","8125802","24508685","81258","PhantomSpirits Omnipollo/Dugges","Perpetual Anagram Bleuberry Cheescake 6 Years",449,500,898,"2020-08-24","Flaska","","","Dominikanska Republiken","Phantom Spirits ApS","Brill & Co AB","","43.00%","BS",FALSE,FALSE,"",98.78
"349","8559801","24510040","85598","Ron 1914","",600,700,857.14,"2020-08-31","Flaska","Skruvkapsyl","","Panama","Rum of Panama Corporation","ATB Design Group","","41.30%","BS",FALSE,FALSE,"",94.2854
"350","8498601","24510048","84986","Demarara Rum","Guyana Uitvlugt 12 Years",1395,700,1992.86,"2020-08-26","Flaska","","","Guyana","Sansibar Whisky","Svenska Eldvatten AB","","51.90%","BS",FALSE,FALSE,"",219.2146
"351","8362501","24510049","83625","Panamanian Rum","5 Years",895,700,1278.57,"2020-08-26","Flaska","","","Panama","Sansibar Whisky","Svenska Eldvatten AB","","47.00%","BS",FALSE,FALSE,"",140.6427
"352","8403001","24510051","84030","Single Cask Nation","Trinidad Rum 16 Years",1295,700,1850,"2020-10-14","Flaska","","","Trinidad","Single Cask Nation","Svenska Eldvatten AB","","55.40%","BS",FALSE,FALSE,"",203.5
"353","8363001","24510889","83630","Volbeat","Rum III",629,700,898.57,"2020-09-04","Flaska","","","Internationellt märke","Conquer Spirits","Amka Vinimport AB","","43.00%","BS",FALSE,FALSE,"",98.8427
"354","8225601","24511033","82256","Ron Jaguar","",579,700,827.14,"2020-08-26","Flaska","Naturkork","","Costa Rica","Costa Rican Rum Company","ATB Design Group","","43.00%","BS",FALSE,FALSE,"",90.9854
"355","8560201","24512117","85602","Cihuatán","12 Years",656,700,937.14,"2020-09-01","Flaska","","","El Salvador","1423 Aps","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",103.0854
"356","8218601","24512118","82186","Cihuatán","Nikte 12 Years",929,700,1327.14,"2020-09-01","Flaska","","","El Salvador","1423 Aps","1423 Noble Spirit AB","","47.50%","BS",FALSE,FALSE,"",145.9854
"357","8256002","24512119","82560","Bråvalla","Cask Strength Rhum",697,500,1394,"2020-08-31","Flaska","","","Dominikanska Republiken","H.A.R.R.E.L AB","H.A.R.R.E.L AB","","63.60%","BS",FALSE,FALSE,"",153.34
"358","8364801","24513472","83648","Ek","Friendship Rum",555,700,792.86,"2020-09-07","Flaska","","","Varierande ursprung","Friendship Rum AB","Friendship Rum AB","","40.00%","BS",FALSE,FALSE,"",87.2146
"359","8495701","24514482","84957","Cihuatán","Nahual",929,700,1327.14,"2020-09-08","Flaska","","","El Salvador","1423 ApS","1423 Noble Spirit AB","","47.50%","BS",FALSE,FALSE,"",145.9854
"360","8260801","24514489","82608","Flor de Caña","Centenario 12 Years",479,700,684.29,"2020-09-08","Flaska","","","Nicaragua","Compania Licorera de Nicaragua, S.A.","Berntson Brands AB","","40.00%","BS",FALSE,FALSE,"",75.2719
"361","8260901","24514490","82609","Flor de Caña","Extra Seco 4 Years",300,700,428.57,"2020-09-08","Flaska","","","Nicaragua","Compania Licorera de Nicaragua, S.A.","Berntson Brands AB","","40.00%","BS",FALSE,FALSE,"",47.1427
"362","8147501","24514491","81475","Flor de Caña","Gran Reserva 7 Years",339,700,484.29,"2020-09-08","Flaska","","","Nicaragua","Compania Licorera de Nicaragua, S.A.","Berntson Brands AB","","40.00%","BS",FALSE,FALSE,"",53.2719
"363","8366701","24514814","83667","Flor de Caña","Centenario 18 Years",698,700,997.14,"2020-09-28","Flaska","","","Nicaragua","Compania Licorera de Nicaragua, S.A.","Berntson Brands AB","","40.00%","BS",FALSE,FALSE,"",109.6854
"364","8624101","24516563","86241","Oliver's Ophyum","17 Años Solera",985,700,1407.14,"2020-09-21","Flaska","","","Dominikanska Republiken","Oliver Y Oliver","Dica Vin & Sprit HB","","40.00%","BS",FALSE,FALSE,"",154.7854
"365","8350401","24516929","83504","Ron Esclavo","12 Years",499,700,712.86,"2020-10-14","Flaska","","","Dominikanska Republiken","1423 ApS","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",78.4146
"366","8743001","24516930","87430","Ron Esclavo","XO",699,700,998.57,"2020-10-05","Flaska","","","Dominikanska Republiken","1423 ApS","1423 Noble Spirit AB","","42.00%","BS",FALSE,FALSE,"",109.8427
"367","8202208","24517483","82022","Ron Esclavo","Gran Reserva",1289,3000,429.67,"2020-10-05","Box","","","Dominikanska Republiken","1423 ApS","1423 Noble Spirit AB","","40.00%","BS",FALSE,FALSE,"",47.2637
"368","8135301","24519611","81353","Ron Centenario 25 Gran Reserva","Sistema Solera",899,700,1284.29,"2020-09-28","Flaska","","","Costa Rica","Centenario International","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",141.2719
"369","8366601","24519612","83666","Centenario Rum","Real",2499,700,3570,"2020-09-28","Flaska","","","Costa Rica","Centenario International","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",392.7
"370","8211101","24519887","82111","Oliver y Oliver","Ophyum Sistema 12 Solera",823,700,1175.71,"2020-09-28","Flaska","","","Dominikanska Republiken","Oliver Y Oliver","Dica Vin & Sprit HB","2020","40.00%","BS",FALSE,FALSE,"",129.3281
"371","8186301","24520979","81863","Casa Magdalena","Ron Blanco",370,700,528.57,"2020-09-28","Flaska","","","USA","House Spirits Distillery","Multibev AB","","41.30%","BS",FALSE,FALSE,"",58.1427
"372","8156101","24520991","81561","Remedy","Spiced",349,700,498.57,"2020-09-28","Flaska","","","Panama","Sierra Madre GMBH","Cask Sweden AB","","41.50%","BS",FALSE,FALSE,"",54.8427
"373","8189102","24522401","81891","Ron Esclavo XO Cask","Box Whisky Finish",949,500,1898,"2020-10-19","Flaska","","","Dominikanska Republiken","1423 ApS","1423 Noble Spirit AB","","64.20%","BS",FALSE,FALSE,"",208.78
"374","8233301","24522410","82333","Ron Esclavo","12 Years Islay Whisky Finish",579,700,827.14,"2020-10-19","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","46.00%","BS",FALSE,FALSE,"",90.9854
"375","8161301","24522411","81613","Ron Esclavo","12 Years Moscatel Wine Finish",579,700,827.14,"2020-10-19","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","46.00%","BS",FALSE,FALSE,"",90.9854
"376","8420901","24522412","84209","Ron Esclavo","XO Islay Whisky Finish",769,700,1098.57,"2020-10-19","Flaska","","","Dominikanska Republiken","1423 Aps","1423 Noble Spirit AB","","46.00%","BS",FALSE,FALSE,"",120.8427
"377","8225002","24524567","82250","KISS","Black Diamond Premium Dark Rum",369,500,738,"2020-10-20","Flaska","","","Sverige","Brands For Fans","Brands For Fans Sweden AB","","40.00%","BS",FALSE,FALSE,"",81.18
"378","8662701","24526001","86627","Bielle Blanc","Rhum Agricole de la Guadeloupe",729,1000,729,"2020-10-12","Flaska","","Guadeloupe","Frankrike","Distillerie Bielle","Clydesdale AB","","59.00%","BS",FALSE,FALSE,"",80.19
